PLAYER_ID	PLAYER_NAME	TEAM_ABBREVIATION	PTS	AST	REB	STL	BLK	DREB	OREB	TO	FGA	FGM	FG3M	FG3A	FTM	FTA
1627756	Denzel Valentine	UTA	69	11	41	8	0	32	9	12	66	25	19	47	0	0
1630235	Trent Forrest	UTA	48	32	42	5	0	33	9	24	37	18	1	4	11	14
1629597	Zylan Cheatham	UTA	0	0	0	0	0	0	0	0	3	0	0	2	0	0
1627863	Danuel House Jr.	UTA	93	24	50	6	6	44	6	19	87	30	14	44	19	21
1628370	Malik Monk	LAL	454	83	110	26	19	93	17	48	350	166	82	201	40	47
2772	Trevor Ariza	LAL	26	10	27	4	1	24	3	2	18	9	7	15	1	2
2544	LeBron James	LAL	872	198	223	50	34	189	34	97	622	326	87	238	133	173
202340	Avery Bradley	LAL	233	30	87	32	8	68	19	16	211	89	46	120	9	9
201566	Russell Westbrook	LAL	785	342	344	47	12	285	59	185	679	297	42	146	149	227
1626169	Stanley Johnson	LAL	47	10	19	8	3	16	3	4	35	16	6	21	9	10
1629659	Talen Horton-Tucker	LAL	283	70	100	25	11	81	19	42	264	108	21	85	46	56
1630559	Austin Reaves	LAL	148	24	53	7	3	44	9	12	98	52	22	57	22	25
2730	Dwight Howard	LAL	165	19	175	23	19	118	57	24	97	60	6	8	39	64
201961	Wayne Ellington	LAL	188	22	48	15	2	41	7	13	159	64	56	145	4	5
203145	Kent Bazemore	LAL	94	21	48	20	6	40	8	8	101	33	18	54	10	13
201599	DeAndre Jordan	LAL	122	11	157	10	24	113	44	19	83	56	0	0	10	17
203084	Harrison Barnes	SAC	635	90	239	28	9	193	46	65	437	198	82	193	157	190
1628963	Marvin Bagley III	SAC	201	15	169	8	6	113	56	16	184	79	12	52	31	42
1629002	Chimezie Metu	SAC	258	31	177	26	20	157	20	25	238	99	30	107	30	38
1630169	Tyrese Haliburton	SAC	582	292	161	71	31	130	31	93	467	219	87	199	57	70
1628368	De'Aaron Fox	SAC	836	202	147	49	17	127	20	111	688	311	36	148	178	237
203458	Alex Len	SAC	195	32	137	8	22	95	42	36	146	78	6	19	33	48
203090	Maurice Harkless	SAC	115	15	67	12	16	62	5	18	102	45	16	59	9	13
1627741	Buddy Hield	SAC	673	89	169	39	14	140	29	68	574	225	156	410	67	77
1630558	Davion Mitchell	SAC	342	120	85	25	9	66	19	37	357	139	42	141	22	34
1629056	Terence Davis	SAC	216	27	73	17	9	65	8	28	199	80	33	111	23	28
1629674	Neemias Queta	SAC	11	3	10	1	1	6	4	2	12	4	0	0	3	4
1630186	Jahmi'us Ramsey	SAC	35	3	5	1	1	4	1	2	34	14	2	11	5	10
1630218	Robert Woodard II	SAC	5	0	2	0	0	2	0	1	4	1	1	1	2	2
201142	Kevin Durant	BKN	1041	205	264	27	33	244	20	106	721	375	66	178	225	252
202681	Kyrie Irving	BKN	53	11	15	4	2	14	1	7	48	22	4	13	5	5
201988	Patty Mills	BKN	529	104	83	25	11	73	10	44	431	187	128	304	27	31
1627884	Derrick Jones Jr.	CHI	196	16	104	15	23	67	37	16	122	71	15	37	39	46
201942	DeMar DeRozan	CHI	935	168	186	30	12	157	29	77	687	338	25	71	234	276
202696	Nikola Vucevic	CHI	510	109	359	34	35	296	63	48	496	213	52	155	32	46
203897	Zach LaVine	CHI	948	158	180	23	13	169	11	107	698	343	112	272	150	172
1628366	Lonzo Ball	CHI	440	175	188	64	31	154	34	77	371	157	106	250	20	27
1628035	Alfonzo McKinnie	CHI	41	3	16	2	2	7	9	6	38	16	9	21	0	2
1629632	Coby White	CHI	246	48	53	10	5	50	3	25	191	88	40	103	30	38
1630245	Ayo Dosunmu	CHI	227	43	73	15	13	60	13	34	169	90	25	59	22	36
1628396	Tony Bradley	CHI	102	14	122	5	19	82	40	17	79	46	0	0	10	13
1628972	Troy Brown Jr.	CHI	122	35	80	19	2	66	14	8	109	47	16	47	12	16
1629744	Matt Thomas	CHI	57	6	14	3	1	13	1	2	51	19	12	32	7	10
1629653	Devon Dotson	CHI	27	13	9	1	0	8	1	5	19	10	2	7	5	8
1630250	Marko Simonovic	CHI	9	0	6	0	1	3	3	2	9	1	0	3	7	8
1628969	Mikal Bridges	PHX	495	71	157	51	18	119	38	33	383	198	59	149	40	47
203109	Jae Crowder	PHX	319	48	158	41	17	146	12	32	275	111	64	186	33	42
1629028	Deandre Ayton	PHX	436	40	284	19	22	210	74	44	301	190	1	7	55	78
1626164	Devin Booker	PHX	771	146	178	32	10	150	28	88	629	275	86	212	135	155
101108	Chris Paul	PHX	560	402	173	78	10	159	14	92	443	210	39	119	101	121
1626166	Cameron Payne	PHX	357	127	99	22	11	84	15	67	345	134	38	119	51	59
201580	JaVale McGee	PHX	361	23	254	12	29	172	82	56	234	153	1	4	54	80
1630188	Jalen Smith	PHX	142	5	101	4	11	58	43	14	106	52	7	27	31	37
1629013	Landry Shamet	PHX	280	56	76	18	3	67	9	21	244	93	61	167	33	39
202687	Bismack Biyombo	PHX	27	4	20	3	7	12	8	2	16	11	0	0	5	8
1629661	Cameron Johnson	PHX	466	50	166	33	10	141	25	27	349	160	99	226	47	57
203901	Elfrid Payton	PHX	79	40	44	11	2	33	11	23	87	35	1	5	8	15
1629139	Yuta Watanabe	TOR	107	15	61	7	8	48	13	12	96	38	19	52	12	22
1627783	Pascal Siakam	TOR	517	115	208	25	19	158	50	63	415	197	28	88	95	130
203920	Khem Birch	TOR	133	28	118	19	11	58	60	16	102	51	0	8	31	42
1628384	OG Anunoby	TOR	444	54	117	37	9	85	32	36	369	162	61	168	59	73
1627832	Fred VanVleet	TOR	770	232	172	58	19	144	28	94	606	267	134	328	102	116
1628449	Chris Boucher	TOR	306	13	199	22	35	126	73	26	250	110	23	101	63	84
1629004	Svi Mykhailiuk	TOR	226	40	85	23	4	66	19	27	198	82	35	108	27	32
1630173	Precious Achiuwa	TOR	228	40	218	18	17	152	66	31	234	95	9	35	29	51
1630551	Justin Champagnie	TOR	62	4	41	4	3	14	27	2	47	24	5	15	9	9
1630625	Dalano Banton	TOR	121	55	66	12	5	47	19	33	117	48	7	26	18	24
1629067	Isaac Bonga	TOR	11	3	7	7	2	3	4	2	13	3	1	4	4	6
1630201	Malachi Flynn	TOR	76	25	28	10	3	22	6	8	86	30	12	44	4	7
1630525	David Johnson	TOR	0	0	0	0	0	0	0	0	1	0	0	1	0	0
1630180	Saddiq Bey	DET	607	100	251	37	8	193	58	60	553	210	93	283	94	114
1628977	Hamidou Diallo	DET	348	45	149	43	13	116	33	37	282	146	14	51	42	69
1630191	Isaiah Stewart	DET	251	34	264	12	42	180	84	40	203	107	2	19	35	52
1630165	Killian Hayes	DET	189	110	90	37	12	76	14	48	202	69	26	87	25	29
1630595	Cade Cunningham	DET	478	166	178	41	19	150	28	118	459	177	69	214	55	65
1628367	Josh Jackson	DET	242	44	101	17	11	84	17	33	219	92	27	97	31	44
1630240	Saben Lee	DET	128	52	52	23	8	44	8	19	109	44	12	43	28	37
1626168	Trey Lyles	DET	335	43	173	14	14	126	47	36	262	114	32	109	75	92
1630199	Cassius Stanley	DET	40	3	12	3	2	7	5	5	33	14	4	12	8	8
1630568	Luka Garza	DET	137	15	80	8	4	33	47	15	114	49	12	39	27	42
202709	Cory Joseph	DET	217	106	61	23	5	53	8	42	162	74	25	60	44	52
1630541	Moses Moody	GSW	52	8	26	3	4	22	4	4	56	20	4	31	8	11
1629683	Quinndary Weatherspoon	GSW	8	0	1	1	1	1	0	1	4	4	0	0	0	0
1630257	Jon Teske	MEM	0	1	2	1	0	2	0	0	1	0	0	0	0	2
1629681	Killian Tillie	MEM	94	14	49	19	13	30	19	8	99	34	21	64	5	8
1629669	Jaylen Nowell	MIN	203	53	52	16	5	44	8	14	169	80	20	58	23	32
203210	JaMychal Green	DEN	201	28	128	24	17	97	31	32	167	73	19	76	36	42
203516	James Ennis III	DEN	25	0	10	2	2	6	4	2	18	9	3	6	4	4
1629234	Drew Eubanks	SAS	181	40	147	12	25	105	42	40	126	65	1	6	50	66
1628537	Jaylen Morris	SAS	2	2	2	0	0	2	0	1	6	0	0	2	2	4
202355	Hassan Whiteside	UTA	295	12	246	9	48	164	82	33	187	117	0	0	61	89
203658	Norvel Pelle	UTA	6	0	6	0	1	3	3	2	5	3	0	0	0	0
204038	Langston Galloway	MIL	14	12	18	1	0	15	3	6	26	6	2	16	0	0
1628436	Luke Kornet	MIL	4	1	4	0	1	1	3	0	6	1	0	1	2	3
1630606	Javonte Smart	MIL	31	14	19	4	2	15	4	9	43	11	4	18	5	6
1630539	Kai Jones	CHA	9	2	6	0	0	5	1	5	6	4	0	1	1	4
1629651	Nic Claxton	BKN	184	19	109	11	23	71	38	15	122	80	0	0	24	39
1629014	Anfernee Simons	POR	495	103	93	14	5	74	19	51	406	180	85	217	50	53
200765	Rajon Rondo	CLE	86	81	61	15	5	50	11	41	95	33	14	44	6	8
202684	Tristan Thompson	SAC	185	18	161	11	12	89	72	29	151	76	1	1	32	60
203935	Marcus Smart	BOS	440	201	151	74	11	127	24	77	389	153	55	181	79	99
1630573	Sam Hauser	BOS	9	1	4	1	1	3	1	0	11	3	3	11	0	0
1630296	Braxton Key	PHI	2	1	2	1	0	1	1	2	2	1	0	1	0	0
1630565	Aaron Henry	PHI	2	0	1	0	2	1	0	2	5	1	0	1	0	0
1629610	DaQuan Jeffries	MEM	2	1	2	0	0	2	0	0	2	1	0	1	0	0
2546	Carmelo Anthony	LAL	541	41	170	31	32	136	34	33	431	184	96	247	77	96
203110	Draymond Green	GSW	268	250	257	47	41	219	38	106	201	108	12	42	40	67
1630644	Mac McClung	CHI	2	0	0	0	0	0	0	1	1	1	0	0	0	0
1629026	Kenrich Williams	OKC	252	68	144	35	5	95	49	30	217	101	29	76	21	39
1630197	Aleksej Pokusevski	OKC	165	40	145	18	17	112	33	42	193	69	20	87	7	14
1630567	Scottie Barnes	TOR	470	112	255	33	29	163	92	62	390	188	24	74	70	98
1629018	Gary Trent Jr.	TOR	540	69	94	63	12	81	13	31	477	201	89	242	49	58
1628391	D.J. Wilson	TOR	24	4	14	5	1	13	1	2	11	8	0	2	8	10
1629629	Cam Reddish	ATL	406	38	84	35	11	64	20	44	343	138	58	153	72	80
1630552	Jalen Johnson	ATL	22	1	13	0	0	13	0	2	17	8	2	6	4	6
1630553	Keon Johnson	LAC	53	13	21	7	2	15	6	7	51	17	3	11	16	21
203078	Bradley Beal	WAS	816	217	159	30	12	126	33	114	679	309	56	188	142	169
1628964	Mo Bamba	ORL	322	49	270	26	66	198	72	43	288	129	41	123	23	30
204025	Tim Frazier	ORL	37	33	19	3	1	14	5	13	43	13	6	17	5	9
1630273	Freddie Gillespie	ORL	21	5	36	3	9	23	13	5	22	9	0	1	3	7
200752	Rudy Gay	UTA	231	27	116	13	7	92	24	19	184	79	40	106	33	41
1628962	Udoka Azubuike	UTA	9	0	8	1	2	6	2	2	5	4	0	0	1	2
1630215	Jared Butler	UTA	52	14	15	4	6	14	1	16	52	18	10	30	6	9
1630537	Chris Duarte	IND	445	71	135	34	5	115	20	57	394	171	62	176	41	58
1629958	Ahmad Caver	IND	2	0	0	0	0	0	0	0	1	1	0	0	0	0
1630207	Nate Hinton	IND	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1629312	Haywood Highsmith	MIA	12	0	5	0	1	3	2	0	8	4	4	7	0	0
1629644	KZ Okpala	MIA	77	14	41	4	7	30	11	5	69	30	9	26	8	11
1628382	Justin Jackson	PHX	15	0	6	0	0	5	1	1	8	5	3	5	2	2
1630688	Ish Wainright	PHX	26	8	21	6	1	10	11	7	34	10	4	20	2	4
1628415	Dillon Brooks	MEM	387	57	69	27	4	52	17	37	340	145	33	101	64	72
1629751	Dakota Mathias	MEM	6	0	2	0	0	2	0	0	4	2	2	4	0	0
1626159	Justise Winslow	LAC	114	34	94	17	13	76	18	28	112	50	5	24	9	19
1630288	Jeff Dowtin	MIL	6	3	7	0	1	6	1	1	7	3	0	2	0	0
1626162	Kelly Oubre Jr.	CHA	664	49	157	44	14	118	39	43	530	243	116	311	62	92
203585	Rodney McGruder	DET	42	11	28	3	2	19	9	8	44	17	5	21	3	4
1626181	Norman Powell	POR	634	73	98	34	15	84	14	52	464	211	75	188	137	167
203991	Clint Capela	ATL	425	52	471	29	54	320	151	21	334	190	0	1	45	97
1627745	Damian Jones	SAC	146	19	106	3	11	68	38	26	89	55	3	11	33	46
1629626	Bol Bol	DEN	33	5	20	1	2	16	4	4	27	15	1	4	2	5
1628395	Jordan Bell	CHI	0	0	1	1	0	0	1	0	0	0	0	0	0	0
200746	LaMarcus Aldridge	BKN	386	23	163	11	32	120	43	25	292	165	12	35	44	52
1630190	Elijah Hughes	UTA	30	4	9	2	0	9	0	4	19	10	7	14	3	3
1630238	Malik Fitts	UTA	6	0	10	0	0	10	0	2	9	2	2	4	0	0
1628238	Paris Bass	PHX	6	0	4	1	0	2	2	2	6	2	0	2	2	2
1629607	Jared Harper	NOP	7	3	1	0	1	0	1	1	7	3	1	2	0	0
1630624	Feron Hunt	NOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629620	Justin Robinson	DET	78	32	21	9	1	17	4	17	93	28	18	61	4	8
1630695	Micah Potter	DET	12	0	9	1	1	5	4	1	11	5	0	2	2	2
203500	Steven Adams	MEM	279	119	375	33	23	203	172	64	198	105	0	0	69	115
203953	Jabari Parker	BOS	53	6	28	4	1	23	5	8	38	18	8	16	9	9
1626204	Larry Nance Jr.	POR	255	73	209	38	13	151	58	27	198	102	19	62	32	49
1629617	Reggie Perry	POR	11	2	7	1	0	5	2	1	9	4	1	2	2	2
1630602	Chaundee Brown Jr.	ATL	31	4	16	2	0	15	1	1	32	10	6	18	5	6
1629598	Chris Clemons	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629755	Hassani Gravett	ORL	50	20	21	5	1	20	1	9	38	18	11	26	3	4
1628539	Mychal Mulder	ORL	55	3	21	4	1	19	2	8	67	20	13	46	2	2
1629730	Rayjon Tucker	DEN	6	4	4	1	0	3	1	0	2	1	1	2	3	4
1627822	Petr Cornelie	DEN	14	3	14	1	1	7	7	4	15	5	1	8	3	4
201950	Jrue Holiday	MIL	606	221	153	53	20	123	30	91	491	245	60	157	56	79
202326	DeMarcus Cousins	MIL	154	18	98	16	8	74	24	16	118	55	13	48	31	38
1630195	Leandro Bolmaro	MIN	28	11	35	5	0	20	15	12	32	9	2	12	8	9
1626147	Justin Anderson	IND	21	9	10	2	1	8	2	3	19	6	3	15	6	7
1628401	Derrick White	SAS	535	202	130	44	34	111	19	61	440	186	57	194	106	122
1630200	Tre Jones	SAS	149	79	71	13	0	56	15	21	130	63	2	13	21	21
1628591	Craig Sword	WAS	6	1	0	4	0	0	0	1	4	3	0	1	0	0
1630555	Joel Ayayi	WAS	2	4	3	0	0	2	1	0	6	1	0	1	0	0
1630693	Jaime Echenique	WAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630692	Jordan Goodwin	WAS	0	0	1	0	0	1	0	0	3	0	0	1	0	0
1628993	Alize Johnson	WAS	32	8	48	3	0	27	21	11	29	14	0	4	4	8
1630640	MJ Walker	PHX	0	1	1	2	0	1	0	0	4	0	0	2	0	0
1629713	Justin James	NOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1628422	Damyean Dotson	NYK	4	1	2	0	0	2	0	0	4	2	0	1	0	0
1630582	Yves Pons	MEM	3	0	5	0	0	3	2	0	3	1	1	1	0	2
1630270	Xavier Sneed	MEM	0	0	2	0	0	1	1	0	2	0	0	2	0	0
1629003	Shake Milton	PHI	284	75	81	20	11	68	13	31	254	109	25	79	41	48
1630216	Cassius Winston	WAS	2	2	0	0	0	0	0	1	2	0	0	2	2	2
202710	Jimmy Butler	MIA	533	124	135	45	9	92	43	45	360	180	11	44	162	186
201596	Mario Chalmers	MIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203917	Nik Stauskas	MIA	11	1	3	0	0	2	1	0	8	3	2	4	3	4
1628419	Cameron Oliver	ATL	23	3	6	1	1	4	2	0	15	10	1	3	2	3
203497	Rudy Gobert	UTA	574	39	557	29	84	427	130	67	286	202	0	1	170	249
1629671	Miye Oni	UTA	5	5	7	0	0	6	1	1	9	2	1	8	0	1
1628379	Luke Kennard	LAC	410	72	119	24	5	113	6	27	329	142	97	220	29	33
1628427	Vlatko Cancar	DEN	60	13	23	2	3	17	6	8	39	22	7	12	9	12
1630637	Carlik Jones	DEN	4	5	3	1	0	2	1	3	9	1	0	1	2	2
1629150	Emanuel Terry	PHX	0	2	15	1	0	7	8	5	5	0	0	0	0	0
1628990	Chandler Hutchison	PHX	4	2	5	0	0	5	0	4	2	1	0	0	2	2
1629676	Isaiah Roby	OKC	121	13	59	4	6	39	20	15	84	47	11	22	16	21
1630306	Rob Edwards	OKC	3	0	3	0	0	3	0	1	4	1	1	4	0	0
1630466	Gabriel Deck	OKC	18	5	6	1	0	5	1	2	14	8	2	4	0	0
1629658	Jaylen Hoard	OKC	0	0	2	0	0	1	1	0	1	0	0	0	0	0
203816	Scotty Hopson	OKC	4	1	1	0	0	1	0	2	4	2	0	1	0	0
202329	Al-Farouq Aminu	BOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630171	Isaac Okoro	CLE	244	50	98	22	7	65	33	31	196	89	25	78	41	57
1629605	Tacko Fall	CLE	12	2	23	0	6	16	7	3	12	5	0	0	2	7
1629005	Malik Newman	CLE	8	1	1	0	0	1	0	1	5	3	0	1	2	2
1629689	Aric Holman	MIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629760	Matt Mooney	NYK	0	0	0	1	0	0	0	1	1	0	0	1	0	0
1630187	Daniel Oturu	TOR	9	0	5	0	2	4	1	0	6	3	0	1	3	5
1628476	Derrick Walton Jr.	DET	19	21	10	7	4	8	2	11	26	6	3	13	4	4
1629873	Jaysean Paige	DET	0	1	1	0	0	1	0	1	3	0	0	2	0	0
1630691	Jamorko Pickett	DET	3	1	9	0	1	7	2	3	10	1	1	7	0	0
1629686	Deividas Sirvydis	DET	3	1	6	3	1	6	0	0	10	1	1	7	0	0
1627767	Cheick Diallo	DET	11	0	12	1	0	8	4	1	8	3	0	0	5	6
1629309	Trayvon Palmer	DET	0	0	2	0	0	2	0	1	1	0	0	0	0	0
1629076	Tyler Cook	CHI	40	3	21	3	1	15	6	4	20	13	0	0	14	16
1629682	Tremont Waters	WAS	10	7	4	5	0	4	0	4	14	4	2	9	0	0
1629602	Javin DeLaurier	MIL	0	0	1	1	0	1	0	0	0	0	0	0	0	0
203081	Damian Lillard	POR	695	212	120	17	11	107	13	83	552	222	92	284	159	181
1630787	Cameron McGriff	POR	14	3	15	0	1	9	6	0	14	5	2	6	2	2
1629600	Jarron Cumberland	POR	2	1	3	0	0	2	1	0	2	1	0	1	0	0
2207	Joe Johnson	BOS	2	0	0	0	0	0	0	0	1	1	0	0	0	0
1630578	Alperen Sengun	HOU	315	92	167	32	30	107	60	68	220	110	12	39	83	118
202689	Kemba Walker	NYK	326	87	85	20	5	74	11	33	273	113	58	144	42	50
203926	Doug McDermott	SAS	297	35	68	4	2	58	10	19	243	113	55	134	16	22
1630179	Tyrell Terry	MEM	2	0	0	0	0	0	0	0	1	1	0	0	0	0
1628411	Wes Iwundu	ATL	22	0	13	1	0	10	3	1	18	8	3	5	3	4
1627760	Cat Barber	ATL	0	3	3	0	0	2	1	1	4	0	0	0	0	4
1629460	Justin Tillman	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629752	Juwan Morgan	TOR	5	1	4	0	0	2	2	0	3	2	1	2	0	0
204001	Kristaps Porzingis	DAL	535	61	207	20	44	151	56	38	415	187	40	142	121	137
1628994	George King	DAL	1	0	5	0	0	5	0	1	5	0	0	4	1	2
1626158	Richaun Holmes	SAC	340	35	235	8	28	168	67	39	208	144	2	4	50	62
1629750	Javonte Green	CHI	168	28	123	24	12	79	44	17	125	62	12	33	32	40
1630531	Jaden Springer	PHI	2	0	2	0	2	1	1	1	1	1	0	0	0	0
202954	Brad Wanamaker	WAS	83	55	39	7	6	33	6	23	77	28	4	17	23	25
1630648	Jordan Schakel	WAS	0	0	3	0	0	1	2	0	6	0	0	3	0	0
201954	Darren Collison	LAL	4	2	4	1	0	4	0	1	7	2	0	3	0	0
1629203	Jemerrio Jones	LAL	4	0	3	1	0	1	2	0	3	2	0	0	0	0
1630222	Mason Jones	LAL	5	0	2	1	0	1	1	1	8	2	0	2	1	2
1629783	Shaq Buchanan	MEM	2	2	2	1	0	1	1	2	4	1	0	2	0	0
202738	Isaiah Thomas	DAL	43	10	8	0	2	7	1	5	47	15	5	25	8	11
1630314	Brandon Williams	POR	8	2	2	0	0	2	0	0	3	2	0	0	4	7
1628402	Frank Jackson	DET	352	31	51	16	8	40	11	27	305	123	62	186	44	53
1630176	Vernon Carey Jr.	CHA	7	0	3	1	0	1	2	1	6	3	0	0	1	1
1629103	Kelan Martin	IND	171	21	53	13	9	37	16	14	168	70	22	74	9	13
1630792	Malcolm Hill	ATL	17	1	6	4	1	4	2	0	8	5	3	5	4	4
1629663	Louis King	SAC	29	1	8	2	0	8	0	0	26	9	5	16	6	7
1630610	DeJon Jarreau	HOU	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201937	Ricky Rubio	CLE	445	225	141	49	7	126	15	90	411	149	59	174	88	103
1630286	Trevon Scott	CLE	6	0	2	1	1	1	1	0	6	3	0	1	0	0
1630585	Marcus Garrett	MIA	13	7	23	5	3	14	9	2	21	5	1	4	2	5
101141	Ersan Ilyasova	CHI	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630707	Malik Ellison	ATL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202688	Brandon Knight	DAL	30	8	7	1	0	7	0	4	20	9	4	13	8	8
1627885	Shaquille Harrison	BKN	4	3	4	1	1	3	1	2	6	2	0	2	0	0
1630589	Moses Wright	LAC	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1630587	Isaiah Livers	DET	0	0	0	1	1	0	0	1	2	0	0	2	0	0
203482	Kelly Olynyk	DET	125	23	53	14	7	40	13	15	98	45	14	41	21	35
1626144	Emmanuel Mudiay	SAC	3	4	0	1	0	0	0	1	2	0	0	0	3	4
201609	Goran Dragic	TOR	40	9	14	5	1	12	2	1	34	13	4	14	10	10
1630758	Aleem Ford	ORL	14	2	15	1	0	13	2	4	20	6	2	15	0	0
1630643	Jay Huff	LAL	0	1	4	1	1	3	1	1	3	0	0	2	0	0
1629788	Tyler Hall	NYK	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1627782	Wayne Selden	NYK	5	1	1	0	0	1	0	0	4	1	1	2	2	4
1629168	BJ Johnson	ORL	26	0	15	0	1	9	6	0	25	11	4	10	0	0
101139	CJ Miles	BOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202331	Paul George	LAC	641	142	185	53	10	174	11	109	556	234	70	217	103	117
1630278	Ade Murkey	SAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630593	McKinley Wright IV	MIN	3	0	0	0	0	0	0	1	1	1	1	1	0	0
1630605	JaQuori McLaughlin	DAL	0	2	0	0	0	0	0	0	2	0	0	1	0	0
1626161	Willie Cauley-Stein	DAL	34	9	38	6	3	25	13	7	35	16	1	2	1	2
1627936	Alex Caruso	CHI	218	103	97	53	9	72	25	39	163	73	28	77	44	53
1628392	Isaiah Hartenstein	LAC	222	54	136	24	37	83	53	29	142	94	2	3	32	49
203076	Anthony Davis	LAL	629	77	267	32	55	193	74	60	482	251	10	56	117	161
1629134	Kendrick Nunn	LAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201565	Derrick Rose	NYK	311	103	78	22	12	57	21	39	274	122	37	92	30	31
203924	Jerami Grant	DET	482	62	116	27	27	93	23	51	382	158	42	127	124	146
1630184	Kira Lewis Jr.	NOP	141	49	39	11	1	30	9	26	146	59	13	58	10	12
1630647	Eugene Omoruyi	DAL	7	2	7	0	0	5	2	0	5	2	1	2	2	4
1627846	Abdel Nader	PHX	34	7	27	8	4	23	4	11	35	12	4	14	6	10
203524	Solomon Hill	ATL	8	12	23	4	2	17	6	1	20	3	2	13	0	0
203468	CJ McCollum	POR	494	107	99	26	17	72	27	46	451	191	77	196	35	50
1630686	Georgios Kalaitzakis	MIL	16	0	8	1	1	4	4	4	11	5	2	4	4	9
204456	T.J. McConnell	IND	201	115	80	25	9	61	19	28	181	91	7	25	12	15
1630249	Vit Krejci	OKC	2	0	3	0	0	3	0	1	2	0	0	2	2	2
1630591	Jalen Suggs	ORL	258	75	71	24	9	55	16	67	257	87	26	102	58	76
1628389	Bam Adebayo	MIA	337	57	183	20	6	134	49	53	243	126	0	1	85	112
1630554	Jason Preston	LAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629712	Didi Louzada	NOP	0	1	2	0	0	0	2	0	3	0	0	3	0	0
1628408	P.J. Dozier	DEN	97	29	63	11	6	49	14	13	99	36	15	48	10	13
1630241	Sam Merrill	MEM	25	4	7	0	0	6	1	2	24	8	7	23	2	4
1626163	Frank Kaminsky	PHX	95	13	41	8	7	30	11	5	66	36	5	15	18	20
203925	Joe Harris	BKN	158	14	56	7	2	51	5	16	124	56	41	88	5	6
1629635	Sekou Doumbouya	LAL	14	0	6	3	2	4	2	2	8	5	1	2	3	4
202693	Markieff Morris	MIA	77	14	28	3	1	15	13	12	70	32	8	22	5	5
1629012	Collin Sexton	CLE	176	23	36	10	0	23	13	31	151	68	11	45	29	39
1628380	Zach Collins	SAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629008	Michael Porter Jr.	DEN	89	17	59	10	2	50	9	12	103	37	10	48	5	9
1626155	Sam Dekker	TOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629756	Daulton Hommes	NOP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630172	Patrick Williams	CHI	33	3	11	3	2	10	1	2	23	13	3	6	4	4
201572	Brook Lopez	MIL	8	0	5	1	3	3	2	0	9	3	2	4	0	0
